category,screenname,text
Information,barclayswealth,RT @WSJWealthReport The Downside of Control-Freak Philanthropy http://ow.ly/1bubFD
Information,barclayswealth,Barclays To Offer Same-Sex Domestic Partner Benefits Equalization. http://ow.ly/38UlV
Information,barclayswealth,Barclays renews its sponsorship of the Premier League http://ow.ly/wb8e
Information,barclayswealth,"Reuters: Philanthropy outlook upbeat, but not for religious charities http://bit.ly/126ql1"
Dialogue,barclayswealth,"#HayFestival Goodbye everyone leaving #hay today, we hope enjoyed it. Travel home safely!"
Information,barclayswealth,Developed Markets Have 15% Upside Potential. http://t.co/Xfsul77Q
Information,barclayswealth,"RT @WSJWealthReport Vegas Tycoon: â€˜So I Lost $25 Billionâ€™ - Sheldon Adelson knows a thing or two about poverty, havi... http://ow.ly/1a6uG4"
Information,barclayswealth,At @hayfestival weâ€™re delivering nine entrepreneur (3) and lifeskills (6) workshops to educate &amp  inspire gen-z. http://t.co/ksn3F1QcXB
Information,barclayswealth,Barclays Wealth shortlisted for Best Global PB & Global Wealth Manager of the Year at the FT & Investors Chronicle Wealth Management Awards
Information,barclayswealth,"RT @WSJWealthReport If Your Children Are Competent, They Donâ€™t Need an Inheritence http://ow.ly/18ivpz"
Information,barclayswealth,RT @WSJWealthReport Inequality Soars in Britain! Or Not. - The National Equality Panel concludes that divisions bet... http://ow.ly/16s5zf
Information,barclayswealth,Emma Turner recalls her first â€˜givingâ€™ encounter as a child as she unveils the newly released #philanthropy guide. http://t.co/2txBDrgbpw
Information,barclayswealth,Barclays Wealth and Investment Management wins Innovation in Technology and Transaction Banking Award 2013.
Information,barclayswealth,Bricks and slaughter: Property is widely seen as a safe asset. http://ow.ly/485RK
Action,barclayswealth,How will US markets react to President Obama's re-election? Track &amp  trade the US. Shares can fall in value. Read more http://t.co/rryIhr7s
Information,barclayswealth,RT WSJ Wealth Report How to Solve Inequality? A Really Bad Recession http://t.co/KmBPqt1K
Information,barclayswealth,Barclays Wealth sponsors 2011 Commonwealth Youth Games. http://su.pr/2yeR8b
Information,barclayswealth,'Philanthropology: The Evolution of Giving' - Barclays Wealth identifies the characteristics of today's wealthy phi... http://ow.ly/169qNP
Information,barclayswealth,RT @WSJEconomy: Trade Data Show Weakness of Recovery http://bit.ly/aMOWK
Information,barclayswealth,How do you turn a vision into reality? @Layfield explored the topic at #HayFestival in our #entrepreneurs workshop. http://t.co/wLPzP1sI1a
Information,barclayswealth,RT WSJ Wealth Report How the Rich Are Saving State Governments http://ow.ly/1cItJ1
Information,barclayswealth,RT WSJ Wealth Report Is the IRS's 'Wealth Squad' Working? - The IRS has garnered a lot of headlines with its crackdo... http://ow.ly/1cHw8l
Information,barclayswealth,One week until closing date for Barclays Wealth Community Awards in Jersey CI http://ow.ly/wjAX
Information,barclayswealth,Barclays Wealth &amp  Investment Management win four awards with the Singapore Contact Centre Association.
Information,barclayswealth,RT WSJ Wealth Report Why the Rich Give to Charity - The notion of  legacy  is behind more of today's philanthropic g... http://t.co/GsbTGt6c
Information,barclayswealth,Barclays Wealth provides â€œfantastic boostâ€ù with 150 volunteers for Commonwealth Youth Games. http://owl.li/5pmYm
Information,barclayswealth,RT @BarclaysStock: Brazil's government introduces a new tax designed to halt the appreciation of the nations currency http://bit.ly/OaYh7
Information,barclayswealth,"Dan Egan's blog: Of course I deserve free banking! - Over at the NYTimes Bucks Blog, people are angry that a bank mi... http://t.co/apqYF4Lr"
Information,barclayswealth,Dan Egan's blog: Ideas * work: Academics and Entreprenuers - John Cook comments: It would be incredibly arrogant to ... http://t.co/Jhc1zVu
Information,barclayswealth,Barclays Wealth launches first accredited qualification for volunteering on the Isle of Man http://ow.ly/3fkBU
Action,barclayswealth,RT @BarclaysStock: Read about why now might be the right time to consider Absolute Return Funds http://bit.ly/1KYBIY
Information,barclayswealth,@KPhotiou unveiled research on the importance of financial well-being in the workplace. Thanks for joining at #PBUK http://t.co/jKl1m2k1rn
Information,barclayswealth,RT @ftadviser: Barclays and Standard Life tie-up for auto-enrolment http://t.co/PJnISdx1Hn
Action,barclayswealth,Richard Phelps reflects on the #entrepreneur workshops delivered at #HayFestival. Read the full blog: http://t.co/8DtBE7fl2E
Information,barclayswealth,Barclays Wealth completes hat-trick at PPR awards http://ow.ly/BjGs
Information,barclayswealth,Barclays sponsors exhibition of landscape photography in association with @PositiveViewF http://t.co/HkSEwCHsN7
Information,barclayswealth,"Dan Egan's blog: Mixed effects of social nudging - AÂ new paper by Beshears, Choi, Laibson, Madrian and Milkman: We m... http://t.co/HUhYj5i"
Information,barclayswealth,RT @WSJWealthReport Voluntary Taxes for the Rich and Other Bad Ideas http://ow.ly/1aaY2o
Information,barclayswealth,BW commended at The Financial Services Forum Awards for Sponsorship of The Bigger Picture largest outdoor film event ever in Guernsey.
Information,barclayswealth,RT @WSJWealthReport Fair for Millionaires Flops - What if they held a millionaire fair and no one came? That is pre... http://ow.ly/15XnN0
Information,barclayswealth,"Forbes: A Barclays Wealth study, Tomorrow's Philanthropist, shows that women are taking the lead in philanthropy http://su.pr/4M2pyN"
Information,barclayswealth,"Forbes: A Barclays Wealth study, Tomorrow's Philanthropist, shows that women are taking the lead in philanthropy http://su.pr/4M2pyN"
Information,barclayswealth,"And finally @Wagevance at #9 - Ethical affordable alternative to payday loans, through wage-backed pay advances. http://t.co/tGXnZW65vp"
Information,barclayswealth,At #6 is @Novicap - A marketplace that allows businesses to turn outstanding invoices into working capital. http://t.co/lxUMhPCXtW
Information,barclayswealth,#4 is @DoPayLtd - Providing corporates a safer and cheaper way to pay their unbanked employees. #BarclaysAccel http://t.co/1OBIuL1NG7
Information,barclayswealth,#2 is @ClauseMatch - A single platform for negotiating trade agreements for derivatives &amp  commodities saving costs. http://t.co/KWFSGA7ofG
Action,barclayswealth,The #behaviouralfinance team worked with Catherine Bolgar of @WSJopinion on a series of op-eds view the first at http://t.co/8vmSnQjd
Information,barclayswealth,â€˜Nevertireesâ€™: Elderly Americans Who Refuse to Retire. http://t.co/sU7yJvFV
Information,barclayswealth,Student of Year award winners. http://t.co/6ia6eJvv
Information,barclayswealth,"RT WSJ Wealth Report The Myth of 'Record-High' Inequality - Despite news reports of  record-high  inequality, the in... http://t.co/ggji0rSB"
Information,barclayswealth,RT WSJ Wealth Report Buffett's Call to Tax Rich Gets 'Record' Response http://t.co/EYESY2Y
Information,barclayswealth,"Stay invested, says Barclays Wealth - Despite market uncertainty, continue to favour developed equities http://t.co/9EQZBZ1"
Information,barclayswealth,"RT @WSJWealthReport Bright Lights, Big Hedge Funder - Christmas is coming to Greenwich, Conn., after all. After mont... http://ow.ly/1ahZkk"
Information,barclayswealth,RT @WSJWealthReport American Rich Lead the World in Philanthropy http://ow.ly/1afSJb
Information,barclayswealth,RT @WSJWealthReport How Many of the Rich Actually Work for a Living? http://ow.ly/1afMhv
Information,barclayswealth,The global culture of Philanthropy and attitudes to giving. http://ow.ly/3huzh
Information,barclayswealth,Self-directed investors take advantage of market conditions as trading volumes increase year on year. http://su.pr/1KkxvO
Information,barclayswealth,Our Jersey office in the CIs has launched their Women's Internal Network http://ow.ly/R0yG
Information,barclayswealth,RT @FT:The UK government will not underwrite Lloyds Banking Groupâ€™s planned rights issue http://bit.ly/oAD2e
Information,barclayswealth,RT @WSJEconomy: China's Trade Decline Slows http://bit.ly/3wMR3O
Information,barclayswealth,"Srinivas Siripurapu appointed Head of Southeast Asia and South Asia, and Market Manager, South Asian Community http://su.pr/9oUeGA"
Action,barclayswealth,Subscribe to the Barclays SmartWoman community and take charge todayâ€_ http://t.co/ycVq6PjBcs
Information,barclayswealth,Barclays report identifies access to info finance &amp  networking as key tools needed for boosting female entrepreneurship http://t.co/Yxs10WLK
Information,barclayswealth,Private banks work wonders to lure the super-rich #littlebookofwonders #DavidHughs. http://t.co/2LWBC9D2
Information,barclayswealth,RT WSJ Wealth Report 'High-Beta Rich' Fuels Aspen Fight -  The High-Beta Rich  is fueling a development debate in As... http://t.co/COjv9zJI
Action,barclayswealth,#graduates see us at the Business & Management Fair Nottingham University 11.30-3.30pm tomorrow.
Information,barclayswealth,The Huffington Post has covered our new report on philanthropy and early intervention. http://ow.ly/6Amsj
Action,barclayswealth,Watch Barclays Wealthâ€™s Emma Turner and New Philanthropy Capitalâ€™s Dan Corry discussing our new report on philanthropy. http://ow.ly/6zyUA
Dialogue,barclayswealth,"#HayFestival Goodbye everyone leaving #hay today, we hope enjoyed it. Travel home safely! - http://owl.li/58Hng"
Information,barclayswealth,Barclays Wealth tells clients to add developed market stocks. http://ow.ly/3JXiT
Information,barclayswealth,RT @WSJWealthReport Do the Rich Work Harder Than Everyone Else? http://ow.ly/19el8V
Information,barclayswealth,"RT @BarclaysStock: Top Ten Trades for Barclays Stockbrokers clients - Saturday, 5 June 2010 to Friday, 11 June 2010 http://bit.ly/6BQNBV"
Information,barclayswealth,RT @WSJWealthReport The New Estate-Tax Math: Give to Charity or Your Children? http://ow.ly/16kuMR
Information,barclayswealth,"Diversified funds may seem like a free lunch, but the more diversified it is the less transparent it is says Michael Dicks http://ow.ly/W2CA"
Information,barclayswealth,RT @wealthinsights: CNBC Squawkbox: Michael Dicks : Prospects for Property on Solid Foundations? http://ow.ly/H5dq
Information,barclayswealth,RT @WSJEconomy: BOE Seen Sustaining Crisis Lifelines http://bit.ly/3kYngV
Information,barclayswealth,RT @BarclaysStock: developing economies' growth was recognised at the G20 but is enough being done to boost recovery? http://bit.ly/OaYh7
Action,Citi,#Citi issues 2013 Global Citizenship Report. Read More: http://t.co/91ZQGFeZO9 #CitiSustainability
Action,Citi,#Citi's $50bn Climate Change Initiative has surpassed goal &amp  reached $53.85 billion! Read More: http://t.co/5ws5gECKsG #CitiSustainability
Information,Citi,#Citi is proud to announce that we've reached our 10yr/$50bn Climate Change Initiative 3yrs early http://t.co/5ws5gECKsG #CitiSustainability
Information,Citi,"Social media, how much is too much? Advice from entrepreneurs on finding balance:  http://t.co/5iFW5oz1xz Via @YEC"
Information,Citi,Happy #EarthDay! #Citi's Green Teams act as ambassadors for environmental initiatives #CitiSustainability http://t.co/RqHSQtBWmD
